Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
2007-09-13,79.550003,80.550003,76.529999,77.790001,64.62198599999999,3253800,-0.022,-0.5100020000000001,6.489623733638428,73.28571542857142,68.0952380952381,73.760002,74.0701978522595,4.289084751248808,3.3979994612743862,81.60948898553617,54.58098720494003
2007-09-14,77.220001,79.550003,76.550003,77.91999799999999,64.72998,3093300,0.009,0.12999699999998882,6.623260483316749,75.2442867142857,69.05761900000002,73.650002,74.18980307791952,4.425044587472499,3.603408486514009,82.34218060080349,55.77305739919655
2007-09-17,76.150002,77.599998,73.190002,73.699997,61.224327,4773600,-0.032,-4.220000999999996,6.449548309585437,75.80285757142856,69.85333304761906,75.300003,63.88757290679866,4.144499711722148,3.711626731555637,82.06010002587142,57.6465660693667
2007-09-18,75.349998,75.75,72.800003,73.900002,61.390471999999995,2931900,-0.019,0.20000500000000443,6.286520900888839,76.43142928571426,70.72714271428573,74.790001,64.1417225102135,3.8934236442627963,3.747986114097069,81.12696535733484,60.32732007123662
2007-09-19,75.300003,78.83000200000001,74.860001,77.599998,64.464149,4228400,0.031,3.6999959999999987,6.322118116910925,76.5514287142857,71.69238061904764,74.91999799999999,68.55115362515886,3.9474985014469155,3.7878885915670386,80.51245938316094,62.872301854934335
2007-09-20,77.660004,79.269997,76.16999799999999,76.650002,63.674965,2464600,-0.013,-0.9499959999999987,6.266478111797662,76.5514287142857,72.19999985714287,70.699997,66.29695627792358,3.8690959479422133,3.804130062842074,80.86739353852252,63.53260617576321
2007-09-21,77.349998,79.309998,76.599998,79.309998,65.884682,4114400,0.025,2.6599959999999925,6.367303988157035,76.6957137142857,72.7933331904762,70.900002,69.33735583088806,3.9757705974990074,3.838458169773461,81.62685102344362,63.95981535750879
2007-09-24,81.0,85.16999799999999,80.32,83.83000200000001,69.639557,5649300,0.035,4.520004000000014,6.822725042319529,77.558571,73.44238104761907,74.599998,73.68202339553454,4.374609794758612,3.9456884947704918,83.40622896700194,63.47853312823619
2007-09-25,82.309998,85.0,82.0,83.230003,69.141129,2964600,0.011,-0.599999000000011,7.091146457092682,78.31714314285715,74.0104762857143,73.650002,72.21918641462503,4.5893743761470915,4.0744256710458115,84.78843258917263,63.23251998225598
2007-09-26,83.989998,84.400002,82.110001,82.360001,68.418396,1539200,-0.019,-0.8700019999999995,7.210167911132446,79.55428657142859,74.48952380952382,76.309998,70.04757604647234,4.63593479317629,4.186727495471907,85.82787763499762,63.151169984050014
