Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
1997-06-13,1.625,1.625,1.583333,1.583333,1.583333,693600,-0.026,-0.020833999999999797,0.11060272357795914,1.5997024285714285,1.5751488095238095,-1.416667,37.424586742363715,-0.06253931362201026,-0.08356942834267381,1.8301459140443268,1.3201517050032923
1997-06-16,1.604167,1.604167,1.5625,1.572917,1.572917,913200,-0.019,-0.010416000000000203,0.1065006057779071,1.6041667142857143,1.5567956666666665,-1.458333,37.00177091177171,-0.058670581992704474,-0.07858965907267995,1.7418464050087041,1.3717449283246288
1997-06-17,1.598958,1.598958,1.494792,1.505208,1.505208,4706400,-0.059,-0.0677089999999998,0.10398785130655733,1.5825892857142858,1.5461309523809523,-1.395833,34.28977533176777,-0.06037220157666501,-0.07494616757347697,1.7145232508122952,1.3777386539496095
1997-06-18,1.520833,1.536458,1.5,1.510417,1.510417,2464800,-0.007,0.005208999999999797,0.10128998771354185,1.5572917142857143,1.5367063809523807,-1.416667,34.686384576567704,-0.060601844252683446,-0.07207730290931827,1.6882850994579492,1.385127662446812
1997-06-19,1.510417,1.53125,1.5,1.510417,1.510417,1003200,0.0,0.0,0.09864878866194139,1.546875142857143,1.5307539999999997,-1.427083,34.686384576567704,-0.060091144420473475,-0.06968007121154932,1.6757256090398387,1.3857823909601608
1997-06-20,1.53125,1.552083,1.5,1.526042,1.526042,3387600,-0.003,0.015625,0.0956628696392002,1.5446430000000002,1.5354663333333327,-1.494792,36.02959488919861,-0.057759785356258364,-0.06729601404049113,1.6725006619131935,1.398432004753472
1997-06-23,1.541667,1.541667,1.479167,1.5,1.5,1047600,-0.027,-0.0260419999999999,0.0935444846968802,1.529762,1.540426666666666,-1.489583,34.746979795322346,-0.05735241531613222,-0.06530729429561935,1.6630119235507352,1.4178414097825967
1997-06-24,1.505208,1.526042,1.479167,1.510417,1.510417,751200,0.003,0.010416999999999899,0.0911058996751301,1.5193454285714287,1.5409227142857134,-1.489583,35.73253543425486,-0.05554867622126247,-0.06335557068074799,1.6629037156050053,1.4189417129664215
1997-06-25,1.526042,1.526042,1.489583,1.510417,1.510417,2106000,-0.01,0.0,0.0887335334440954,1.5104168571428573,1.5374505238095226,-1.473958,35.73253543425486,-0.05350245697347278,-0.061384947939292944,1.6585088663086975,1.4163921813103477
1997-06-26,1.520833,1.520833,1.505208,1.510417,1.510417,3189600,-0.007,0.0,0.08642730129642671,1.5111610000000002,1.5364584761904747,-1.5,35.73253543425486,-0.051289579135763264,-0.05936587417858701,1.6580704073726065,1.414846545008343
1997-06-27,1.515625,1.515625,1.479167,1.489583,1.489583,1188000,-0.017,-0.020833999999999797,0.08482988594384767,1.5081847142857145,1.5357144285714273,-1.489583,34.433428668605714,-0.05063331781977132,-0.05761936290682388,1.658316550323983,1.4131123068188716
1997-06-30,1.510417,1.598958,1.479167,1.541667,1.541667,2746800,0.021,0.0520839999999998,0.08226624667086307,1.5126490000000001,1.5376985714285698,-1.489583,40.278969007333515,-0.04538728610131848,-0.0551729475457228,1.6592169985983967,1.416180144258743
1997-07-01,1.541667,1.541667,1.510417,1.515625,1.515625,1292400,-0.017,-0.0260419999999999,0.08005357267664852,1.5111608571428572,1.53794657142857,-1.489583,38.433905197759394,-0.042837337762344996,-0.05270582558904724,1.6592522246695816,1.4166409181875586
1997-07-02,1.515625,1.59375,1.510417,1.588542,1.588542,3882000,0.048,0.0729169999999999,0.07854094912652632,1.5238097142857145,1.5431549047619033,-1.510417,45.905681175037245,-0.03453459945958959,-0.04907158036315571,1.6632469573364257,1.423062852187381
1997-07-03,1.598958,1.916667,1.59375,1.911458,1.911458,12577200,0.195,0.3229160000000002,0.11543658093239476,1.5811012857142859,1.5667163809523799,-1.458333,65.73704281310145,-0.0018763674621649074,-0.03963253778295755,1.756505990258555,1.3769267716462048
1997-07-07,1.833333,2.020833,1.833333,2.0,2.0,8053200,0.091,0.0885419999999999,0.1515848758722327,1.6510417142857143,1.588541761904761,-1.484375,69.08385026126425,0.03079512903111281,-0.025547004420143477,1.8558260336918644,1.3212574901176577
1997-07-08,2.041667,2.333333,2.041667,2.302083,2.302083,15517200,0.128,0.3020830000000001,0.2219680706641336,1.764136857142857,1.6192957142857136,-1.411458,77.24905342523564,0.08013930287591897,-0.004409742960930989,2.0296368370975246,1.2089545914739028
1997-07-09,2.302083,2.385417,2.270833,2.322917,2.322917,8262000,0.009,0.020833999999999797,0.2691440620207898,1.8831845714285715,1.6495536666666657,-1.088542,77.68675230702311,0.11954797124007288,0.020381799879269785,2.1620190522576674,1.137088281075664
1997-07-10,2.333333,2.572917,2.333333,2.5625,2.5625,9051600,0.098,0.2395830000000001,0.3333863271539563,2.029017857142857,1.6961806666666657,-1.0,81.9801024309495,0.16817337270782784,0.04994011444498139,2.343719710785037,1.0486416225482942
1997-07-11,2.520833,2.520833,2.208333,2.291667,2.291667,10531200,-0.091,-0.2708330000000001,0.3501982036740932,2.139881,1.7318949523809513,-0.6979169999999999,66.42144540157022,0.1827487798668057,0.07650184752934626,2.4247842442599583,1.0390056605019442
1997-07-14,2.322917,2.333333,2.114583,2.135417,2.135417,4604400,-0.081,-0.15625,0.3520920564115766,2.218006,1.7571925714285703,-0.6770830000000001,59.415503066013464,0.17962126376780763,0.09712573077703854,2.4690288035745818,1.045356339282559
1997-07-15,2.135417,2.479167,2.135417,2.4375,2.4375,9274800,0.141,0.3020830000000001,0.3750566629557923,2.293154857142857,1.7978671904761891,-0.4375,66.72334083758297,0.19922175384673735,0.11754493539097831,2.5635567145580125,1.0321776663943658
1997-07-16,2.447917,2.494792,2.302083,2.333333,2.333333,3024000,-0.047,-0.1041669999999999,0.38435439524021675,2.340773857142857,1.8340774761904752,-0.7083330000000001,62.5413368242676,0.20399831155704695,0.13483561062419205,2.626540522747884,1.0416144296330665
1997-07-17,2.34375,2.34375,2.15625,2.21875,2.21875,3169200,-0.053,-0.1145830000000001,0.38429113045762525,2.328869142857143,1.8680556666666657,-0.8645830000000001,58.21874510268507,0.19627533755165372,0.1471235560096844,2.6624814156213024,1.073629917712029
1997-07-18,2.1875,2.21875,2.15625,2.15625,2.15625,780000,-0.014,-0.0625,0.38042156055874804,2.3050595714285715,1.898809619047618,-0.5625,55.94730775675326,0.18300206347276582,0.1542992575023007,2.6850474957176456,1.1125717423775907
1997-07-21,2.177083,2.197917,2.145833,2.182292,2.182292,574800,0.002,0.0260419999999999,0.3771670927360918,2.250744142857143,1.9308036666666657,-0.6666669999999999,56.705277522532654,0.17259470556511536,0.15795834711486362,2.7052541075069665,1.156353225826365
1997-07-22,2.166667,2.1875,2.0625,2.135417,2.135417,1563600,-0.014,-0.046875,0.37166323988998723,2.2284227142857143,1.959821523809523,-0.78125,54.87504631256229,0.15873458520367834,0.15811359473262657,2.7160251047673563,1.2036179428516895
1997-07-23,2.1875,2.333333,2.177083,2.291667,2.291667,3259200,0.048,0.15625,0.3726662620592161,2.250744142857143,1.9975199523809513,-0.84375,59.560500319014196,0.15853096286689805,0.15819706835948089,2.736175523499855,1.2588643812620477
1997-07-24,2.302083,2.3125,2.21875,2.260417,2.260417,1216800,-0.018,-0.03125,0.37107890317805803,2.2254465714285714,2.033234238095237,-0.8177080000000001,58.257626445130605,0.15407193154472676,0.15737204099653007,2.745009500501543,1.3214589756889314
1997-07-25,2.21875,2.25,2.21875,2.229167,2.229167,620400,0.005,-0.03125,0.36748962335587104,2.2105657142857145,2.0674604285714273,-0.8645830000000001,56.91681016621532,0.14632970550547864,0.1551635738983198,2.7417855473681634,1.3931353097746912
1997-07-28,2.229167,2.395833,2.21875,2.322917,2.322917,2574000,0.042,0.09375,0.36761210548296025,2.2254467142857144,2.1061509047619036,-0.7083330000000001,59.89863151103608,0.14607491638064962,0.15334584239478577,2.738147185742706,1.474154623781101
1997-07-29,2.364583,2.5,2.333333,2.479167,2.479167,4814400,0.048,0.15625,0.37573214766416646,2.2715777142857148,2.153273952380951,-0.7395830000000001,64.32974992342471,0.15667501132409534,0.1540116761806477,2.737987439148098,1.5685604656138041
1997-07-30,2.5,2.505208,2.427083,2.447917,2.447917,2517600,-0.021,-0.03125,0.379754173921956,2.309524142857143,2.196428714285713,-0.7708330000000001,62.83432102847631,0.16070158130743195,0.15534965720600458,2.722373914163097,1.6704835144083288
1997-07-31,2.4375,2.4375,2.333333,2.395833,2.395833,1454400,-0.017,-0.0520839999999998,0.3795617813685838,2.346726428571429,2.23834338095238,-0.6770830000000001,60.317589587837666,0.1578700953250607,0.15585374482981582,2.6678702167214565,1.8088165451833034
1997-08-01,2.34375,2.416667,2.25,2.416667,2.416667,3588000,0.031,0.020833999999999797,0.37947785625196206,2.3645835714285717,2.2777779047619036,-0.5208330000000001,60.99066162096531,0.15551457673117985,0.15578591121008864,2.5938055227391414,1.9617502867846657
1997-08-04,2.375,2.411458,2.302083,2.3125,2.3125,2671200,-0.026,-0.1041669999999999,0.37436623534860436,2.372024,2.2968751428571417,-0.5520830000000001,55.886627338090996,0.14358722083305464,0.15334617313468185,2.5647272786838315,2.029023007030452
1997-08-05,2.333333,2.333333,2.145833,2.208333,2.208333,3032400,-0.054,-0.1041669999999999,0.3664001672395242,2.3690477142857143,2.3067957619047608,-0.6041669999999999,51.26635708172474,0.12429648648742297,0.14753623580523006,2.541896549492483,2.0716949743170385
1997-08-06,2.208333,2.3125,2.1875,2.25,2.25,1243200,0.019,0.0416669999999999,0.3594270780805583,2.358631,2.3043156190476175,-0.5833330000000001,52.94221694885592,0.1110900423535246,0.14024699711488897,2.540720473814595,2.06791076428064
1997-08-07,2.25,2.260417,2.125,2.177083,2.177083,2034000,-0.032,-0.0729169999999999,0.3511842971350579,2.315476142857143,2.2973711428571417,-0.6875,49.71995534077027,0.0936603890594041,0.130929675503792,2.5399677891746855,2.054774496539598
1997-08-08,2.166667,2.302083,2.104167,2.291667,2.291667,2211600,0.058,0.1145839999999998,0.34546858635872085,2.293154714285714,2.284474333333332,-0.7916669999999999,54.415203625041265,0.08807792691661032,0.12235932578635567,2.494480051714852,2.0744686149518117
1997-08-11,2.291667,2.333333,2.25,2.328125,2.328125,1239600,0.016,0.0364580000000001,0.34076409104613875,2.283482142857143,2.2862104285714273,-0.75,55.82857995662887,0.08560879644101238,0.11500921991728702,2.497066948722533,2.0753539084203214
1997-08-12,2.28125,2.302083,2.197917,2.197917,2.197917,571200,-0.037,-0.1302080000000001,0.33302259908942583,2.252232142857143,2.289186619047618,-0.8229169999999999,49.880239273094666,0.07231173072433572,0.10646972207869677,2.4927417319654603,2.0856315061297757
